"01coin","zoc"
"moon-air","moonair"
"moon-app","app"
"moonarch","moonarch"
"moonbase-2","moon"
"moon-bay","bay"
"moonbeam","glmr"
"moonbeans","beans"
"moonbot","mbot"
"mooncat-vault-nftx","mooncat"
"moondogs","woof"
"moonedge","mooned"
"mooner","mnr"
"moonerium","moonerium"
"mooney","mooney"
"moonflow","moon"
"moonft","mtc"
"moon-inu","moon"
"moonions","moonion"
"moonke","moonke"
"moonkize","moonkize"
"moonlana","mola"
"moonlight-token","moonlight"
"moon-maker-protocol","mmp"
"moon-ordinals","moon"
"moonpot","pots"
"moonpot-finance","moonpot"
"moon-rabbit","aaa"
"moonriver","movr"
"moonscape","mscp"
"moonsdust","moond"
"moonshots-farm","bones"
"moonstarter","mnst"
"moon-tropica","cah"
"moonwell","mfam"
"moonwell-artemis","well"
"moonwolf-io","wolf"
"moove-protocol","moove"
"mooxmoo","moox"
"mops","mops"
"mora","mora"
"mora-2","mora"
"moremoney-usd","money"
"more-token","more"
"mori-finance","mori"
"moros-net","moros"
"morph","morph"
"morpher","mph"
"morpheus-labs","mind"
"morpheus-network","mnw"
"morpheus-token","pills"
"morpho","morpho"
"morpho-aave-curve-dao-token","macrv"
"morpho-aave-wrapped-btc","mawbtc"
"morpho-aave-wrapped-ether","maweth"
"morpho-network","morpho"
"morra","morra"
"mosolid","mosolid"
"mosquitos-finance","suckr"
"moss-carbon-credit","mco2"
"mossland","moc"
"most-global","mgp"
"motacoin","mota"
"mother-earth","mot"
"mother-of-memes","mom"
"mother-of-memes-2","haha"
"motion-motn","motn"
"moto","moto"
"motogp-fan-token","mgpt"
"motorcoin","mtrc"
"mound-token","mnd"
"mountain-protocol-usdm","usdm"
"moutai","moutai"
"moveapp","move"
"movecash","mca"
"move-dollar","mod"
"mover-xyz","mover"
"movex-token","movex"
"movez","movez"
"moviebloc","mbl"
"movo-smart-chain","movo"
"mozaic","moz"
"mpendle","mpendle"
"mpeth","mpeth"
"mpro-lab","mpro"
"mpx","mpx"
"mr-beast-dog","pinky"
"mr-mint","mnt"
"mr-rabbit-coin","mrabbit"
"mrspepe","mrspepe"
"mrweb-finance-2","ama"
"msol","msol"
"ms-paint","paint"
"msquare-global","msq"
"mtfi","mtfi"
"mtg-token","mtg"
"mt-pelerin-shares","mps"
"mt-token","mt"
"mu-coin","mu"
"mudra-exchange","mudra"
"mudra-mdr","mdr"
"muesliswap-milk","milk"
"muesliswap-yield-token","myield"
"muito-finance","muto"
"multi-ai","mai"
"multibit","mubi"
"multichain","multi"
"multichain-bridged-usdc-dogechain","usdc"
"multichain-bridged-usdc-fantom","usdc"
"multichain-bridged-usdc-kardiachain","usdc"
"multichain-bridged-usdc-kava","usdc"
"multichain-bridged-usdc-moonbeam","usdc"
"multichain-bridged-usdc-syscoin","usdc"
"multichain-bridged-usdc-telos","usdc"
"multichain-bridged-usdt-bittorrent","usdt_t"
"multichain-bridged-usdt-moonbeam","usdt"
"multichain-bridged-usdt-moonriver","usdt"
"multichain-bridged-usdt-syscoin","usdt"
"multichain-bridged-usdt-telos","usdt"
"multidex-ai","mdx"
"multimoney-global","mmgt"
"multipad","mpad"
"multiplanetary-inus","inus"
"multiport","port"
"multisys","myus"
"multivac","mtv"
"multiverse","ai"
"multiverse-capital","mvc"
"mumba","mumba"
"mu-meme","mume"
"mummy-finance","mmy"
"mumu","mumu"
"mumu-the-bull-2","bull"
"mumu-the-bull-3","mumu"
"munch","munch"
"mundocrypto","mct"
"murasaki","mura"
"muratiai","muratiai"
"musd","musd"
"muse-2","muse"
"muse-ent-nft","msct"
"museum-of-crypto-art","moca"
"musicn","mint"
"musk-dao","musk"
"musk-gold","musk"
"musk-meme","muskmeme"
"muskx","muskx"
"must","must"
"mustafa","must"
"mutant-pepe","mutant"
"mute","mute"
"muttski","muttski"
"muu-inu","$muu"
"muuu","muuu"
"muverse","mu"
"muzzle","muzz"
"mvcswap","msp"
"mvs-multiverse","mvs"
"mwcc-ordinals","mwcc"
"mxc","mxc"
"mxgp-fan-token","mxgp"
"mxmboxceus-token","mbe"
"mx-million-metaverse-dao","mxmdao"
"mx-token","mx"
"mx-token-2","mxt"
"mybid","mbid"
"mybit-token","myb"
"mybricks","bricks"
"myce","yce"
"mycelium","myc"
"my-defi-legends","dlegends"
"my-defi-pet","dpet"
"my-master-war","mat"
"my-metatrader","mmt"
"my-neighbor-alice","alice"
"myntpay","mynt"
"mypiggiesbank","piggie"
"myra","myra"
"myra-token","myr"
"myre-the-dog","$myre"
"myria","myria"
"myriadcoin","xmy"
"myriad-social","myria"
"myro","$myro"
"myro-2-0","myro2.0"
"myro-floki-ceo","myrofloki"
"myrowif","myrowif"
"myrowifhat","mif"
"mystcl","myst"
"mysterium","myst"
"mystic-treasure","myt"
"myteamcoin","myc"
"mytheria","myra"
"mythic-ore","more"
"mythos","myth"
"mytoken","mt"
"nabox","nabox"
"nacho-finance","nacho"
"nada-protocol-token","nada"
"nafter","naft"
"naga","ngc"
"nagaya","ngy"
"nahmii","nii"
"naka-bodhi-token","nbot"
"nakachain","naka"
"nakamoto-games","naka"
"nals","nals"
"namecoin","nmc"
"nami-frame-futures","nao"
"namx","namx"
"nana-token","nana"
"nano","xno"
"nanobyte","nbt"
"nano-dogecoin","indc"
"nanomatic","nano"
"nanometer-bitcoin","nmbtc"
"naos-finance","naos"
"napoleon-x","npx"
"napoli-fan-token","nap"
"naruto","naruto"
"nasdex-token","nsdx"
"nation3","nation"
"naturesgold","ngold"
"natus-vincere-fan-token","navi"
"nautilus-network","ntl"
"nav-coin","nav"
"navi","navx"
"navis","nvs"
"navist","navist"
"navy-seal","navyseal"
"naxar","naxar"
"naxion","nxn"
"nbl","nbl"
"nchart","chart"
"ndb","ndb"
"near","near"
"nearlend-dao","neld"
"nearpad","pad"
"nearstarter","nstart"
"near-tinker-union-gear","gear"
"neat","neat"
"neblio","nebl"
"nebula-2","nebula"
"nebula-project","nbla"
"nebulas","nas"
"ned","ned"
"nefty","nefty"
"neged","neged"
"neighbourhoods","nht"
"neko","neko"
"nekoverse-city-of-greed-anima-spirit-gem","asg"
"nelore-coin","nlc"
"nem","xem"
"nemesis-downfall","nd"
"nemgame","nem"
"nemo","nemo"
"nengcoin","neng"
"neo","neo"
"neoaudit-ai","naai"
"neobot","neobot"
"neocortexai","corai"
"neocortexai-2","ncorai"
"neon","neon"
"neonai","neonai"
"neon-exchange","nex"
"neonpass-bridged-usdc-neon","usdc"
"neonpass-bridged-usdt-neon","usdt"
"neopepe","neop"
"neo-pepe","nepe"
"neopin","npt"
"neorbit","safo"
"neos-credits","ncr"
"neo-tokyo","bytes"
"neoxa","neox"
"neptune-mutual","npm"
"nerdbot","nerd"
"nero","npt"
"nero-token","nero"
"nerva","xnv"
"nerve-finance","nrv"
"nerveflux","nerve"
"nervenetwork","nvt"
"nervos-network","ckb"
"ness-lab","ness"
"nest","nest"
"nest-arcade","nesta"
"nestegg-coin","egg"
"nestree","egg"
"neta","neta"
"netflix-tokenized-stock-defichain","dnflx"
"nether","ntr"
"netherfi","nfi"
"netmind-token","nmt"
"neton","nto"
"netsis","net"
"netswap","nett"
"nettensor","nao"
"netvrk","netvr"
"network-capital-token","netc"
"network-spirituality","net"
"netzero","nzero"
"neurahub","neura"
"neurai","xna"
"neuralai","neural"
"neural-ai","neuralai"
"neuralbot","$neural"
"neuralbyte","nbt"
"neural-radiance-field","nerf"
"neural-tensor-dynamics","ntd"
"neurashi","nei"
"neuroni-ai","neuroni"
"neuropulse-ai","npai"
"neurowebai","neuro"
"neutaro","ntmpi"
"neutra-finance","neu"
"neutrino","xtn"
"neutrinos","neutr"
"neutrino-system-base-token","nsbt"
"neutron-3","ntrn"
"neutron-4","neutron20"
"neutroswap","neutro"
"neuy","neuy"
"nevacoin","neva"
"never-back-down","nbd"
"neversol","never"
"newb-farm","newb"
"new-bitshares","nbs"
"newm","newm"
"new-order","newo"
"newpepe","pepe"
"newscrypto-coin","nwc"
"newsly","news"
"newt","newt"
"newthrone","thro"
"newton","ntn"
"newton-project","new"
"newtowngaming","ntg"
"newu-ordinals","newu"
"new-world-order","state"
"new-year-token","nyt"
"newyorkcoin","nyc"
"newyork-exchange","nye"
"nexacoin","nexa"
"nexai","nex"
"nexalt","xlt"
"nexbox","nexbox"
"nexdax","nt"
"nexellia","nxl"
"nexo","nexo"
"nextdao","nax"
"next-earth","nxtt"
"nextype-finance","nt"
"nexum","nexm"
"nexus","nxs"
"nexus-2","nex"
"nexusai","nexusai"
"nexus-asa","gp"
"nexus-chain","wnexus"
"nexus-dubai","nxd"
"nexusmind","nmd"
"nexuspad","nexus"
"nezuko","nezuko"
"nfprompt-token","nfp"
"nft-art-finance","nftart"
"nftb","nftb"
"nftblackmarket","nbm"
"nftbomb","nbp"
"nftbooks","nftbs"
"nft-champions","champ"
"nftcloud","cloud"
"nft-combining","nftc"
"nftdao","nao"
"nftdeli","deli"
"nfteyez","eye"
"nftfi","nftfi"
"nftfn","nftfn"
"nftfundart","nfa"
"nftify","n1"
"nftlaunch","nftl"
"nft-maker","$nmkr"
"nftmall","gem"
"nftmart-token","nmt"
"nft-protocol","nft"
"nftpunk-finance","nftpunk"
"nftrade","nftd"
"nftreasure","tresr"
"nft-soccer-games","nfsg"
"nft-stars","nfts"
"nftstyle","nftstyle"
"nft-track-protocol","ntp"
"nft-workx","wrkx"
"nft-worlds","wrld"
"nftx","nftx"
"nfty-token","nfty"
"ngatiger","nga"
"ngt","ngt"
"nibiru","nibi"
"niccagewaluigielmo42069inu","shib"
"niftify","nift"
"nifty-league","nftl"
"nifty-token","nfty"
"night-crows","crow"
"nightingale-token","ngit"
"nightverse-game","nvg"
"nihao","nihao"
"niifi","niifi"
"niko-2","nko"
"nikssa","nks"
"nile","nile"
"nimbus-platform-gnimb","gnimb"
"nimbus-utility","nimb"
"nimiq-2","nim"
"ninapumps","nina"
"ninja404","ninja"
"ninjapepe","ninjapepe"
"ninja-protocol","ninja"
"ninjaroll","roll"
"ninja-squad","nst"
"ninja-turtles","$ninja"
"ninja-warriors","nwt"
"niob","niob"
"niobio-cash","nbr"
"nioctib","nioctib"
"nirvana-ana","ana"
"nirvana-chain","nac"
"nirvana-meta-mnu-chain","mnu"
"nirvana-prana","prana"
"nitrobots","nitro"
"nitro-cartel","trove"
"nitroex","ntx"
"nitroken","nito"
"nitro-league","nitro"
"nitro-network","ncash"
"nitroshiba","nishib"
"nix","nix"
"nix-bridge-token","voice"
"niza-global","niza"
"nkcl-classic","nkclc"
"nkn","nkn"
"nkyc-token","nkyc"
"noahswap","noah"
"noahswap-2","noah"
"noa-play","noa"
"nobility","nbl"
"nodeai","gpu"
"nodebet","nbet"
"no-decimal","scarce"
"nodehub","nhub"
"nodes-reward-coin","nrc"
"nodestats","ns"
"nodesynapse","ns"
"nodetrade","mnx"
"nodewaves","nws"
"nodle-network","nodl"
"nogas","ngs"
"noia-network","noia"
"noir-phygital","noir"
"nois","nois"
"noisegpt","enqai"
"noka-solana-a","noka"
"nola","nola"
"nole-inu","n0le"
"nolimitcoin","nlc"
"nolus","nls"
"nomad-bridged-usdc-evmos","usdc"
"nomad-bridged-usdc-moonbeam","usdc"
"nomad-exiles","pride"
"nominex","nmx"
"none-trading","none"
"non-fungible-fungi","spores"
"non-playable-coin","npc"
"no-one","noone"
"noot","noot"
"noot-ordinals","noot"
"noot-sol","noot"
"nop-app","nop"
"nordek","nrk"
"nord-finance","nord"
"norigo","go!"
"norma-in-metaland","gram"
"normie-2","normie"
"nort","xrt"
"nosana","nos"
"nose-bud","nosebud"
"noso","noso"
"nostalgia","nos"
"nostra-uno","uno"
"notcoin","not"
"notdogecoin","notdoge"
"note","note"
"not-financial-advice","nfai"
"nothing-2","nothing"
"nothing-token","thing"
"no-ticker","noticker"
"notional-finance","note"
"nova-2","nova"
"novacoin","nvc"
"nova-dao","nova"
"novadex","nvx"
"nova-finance","nova"
"novara-calcio-fan-token","nov"
"novatti-australian-digital-dollar","audd"
"novawchi","vachi"
"novax","novax"
"novem-gold","nnn"
"novem-pro","nvm"
"novo-9b9480a5-9545-49c3-a999-94ec2902cedb","novo"
"npick-block","npick"
"nshare","nshare"
"nsights","nsi"
"nsurance","n"
"nsure-network","nsure"
"nuance","nua"
"nucleon-space","nut"
"nucleon-xcfx","xcfx"
"nucleus-vision","ncash"
"nuco-cloud","ncdt"
"nucypher","nu"
"nugencoin","nugen"
"nuk-em-loans","nukem"
"null-social-finance","nsf"
"nuls","nuls"
"nulswap","nswap"
"numa","numa"
"num-ars","nars"
"number-1-token","nr1"
"numbers-protocol","num"
"numeraire","nmr"
"numi-shards","numi"
"numisme2","nume2"
"nuna","nuna"
"nunet","ntx"
"nunu-spirits","nnt"
"nuon","nuon"
"nurifootball","nrfb"
"nuritopia","nblu"
"nusa-finance","nusa"
"nusd","susd"
"nuson-chain","nsc"
"nutgain","nutgv2"
"nuts","nuts"
"nuts-2","nuts"
"nvidia-tokenized-stock-defichain","dnvda"
"nvirworld","nvir"
"nx7","nx7"
"nxd-next","nxdt"
"nxm","nxm"
"nxt","nxt"
"nxtchain","nxt"
"nxusd","nxusd"
"nyandoge-international","nyandoge"
"nyan-meme-coin","nyan"
"nyantereum","nyante"
"ny-blockchain","nybc"
"nym","nym"
"nyro","nyro"
"nyxia-ai","nyxc"
"nyzo","nyzo"
"o3-swap","o3"
"oak-network","oak"
"oasis-3","oasis"
"oasis-metaverse","oasis"
"oasis-network","rose"
"oasys","oas"
"oath","oath"
"obama6900","obx"
"obi-real-estate","obicoin"
"obortech","obot"
"obrok","obrok"
"obscuro","ten"
"observer-coin","obsr"
"obsidian-coin","obn"
"obsidium","obs"
"obs-world","obsw"
"obtoken","obt"
"ocavu-network","ocavu"
"occamfi","occ"
"occamx","ocx"
"oceanex","oce"
"oceanfi","ocf"
"oceanland","oland"
"ocean-protocol","ocean"
"och","och"
"ocicat-token","ocicat"
"ociswap","oci"
"octaplex-network","plx"
"octaspace","octa"
"octavia","via"
"octavus-prime","octavus"
"octofi","octo"
"octo-gaming","otk"
"octopus-network","oct"
"octopus-protocol","ops"
"octopuswallet","ocw"
"octorand","octo"
"octus-bridge","bridge"
"ocvcoin","ocv"
"oddz","oddz"
"odem","ode"
"odin-erc404m","odin"
"odin-protocol","odin"
"odung","derp"
"oduwa-coin","owc"
"odyssey","ocn"
"odysseywallet","odys"
"oec-binance-coin","bnb"
"oec-btc","btck"
"oec-eth","ethk"
"oec-fil","filk"
"oec-ltc","ltck"
"oec-shib","shibk"
"oec-token","okt"
"ofcourse-i-still-love-you","ocisly"
"ofero","ofe"
"official-arbitrum-bridged-usdc-arbitrum-nova","usdc"
"offshift","xft"
"ofi-cash","ofi"
"og404","og404"
"og-fan-token","og"
"oggy-inu","oggy"
"oggy-inu-2","oggy"
"og-sminem","ogsm"
"ogzclub","ogz"
"oh-finance","oh"
"ohms","ohms"
"oh-no","ohno"
"oho-blockchain","oho"
"oikos","oks"
"oiler","oil"
"oil-token-162dc739-3b37-4da2-88a7-0d5b8e03ab14","oil"
"oin-finance","oin"
"ojamu","oja"
"okage-inu","okage"
"okami-lana","okana"
"okb","okb"
"okcash","ok"
"okeycoin","okey"
"okidoki-social","doki"
"okiku","okiku"
"okratech-token","ort"
"okuru","xot"
"okx-beth","beth"
"old-bitcoin","bc"
"olecoin","ole"
"olen-mosk","olen"
"olive","olv"
"olivecash","olive"
"oloid","oloid"
"olympus","ohm"
"olympus-2","olai"
"olympus-v1","ohm"
"olyverse","oly"
"omamori","omm"
"omax-token","omax"
"ombre","omb"
"omchain","omc"
"omega-cloud","omega"
"omega-network","omn"
"omeletteswap","omlt"
"omisego","omg"
"ommniverse","ommi"
"omni","omni"
"omni404","o404"
"omniaverse","omnia"
"omnibotx","omnix"
"omnicat","omni"
"omni-consumer-protocol","ocp"
"omniflix-network","flix"
"omnikingdoms-gold","omkg"
"omni-network","omni"
"omnisea","osea"
"omo-exchange","omo"
"omotenashicoin","mtns"
"onbuff","onit"
"onchain-ai","ocai"
"on-chain-dynamics","ocd"
"onchain-pepe-404","ocp404"
"onchain-trade","ot"
"onchain-trade-protocol","ot"
"ondo-finance","ondo"
"ondo-us-dollar-yield","usdy"
"one","one"
"one-basis-cash","obs"
"one-cash","onc"
"onedex","one"
"onedex-rone","rone-bb2e"
"one-hundred-million-inu","ohmi"
"oneichi","oneichi"
"one-ledger","olt"
"onerare","orare"
"onering","ring"
"one-share","ons"
"onespace","1sp"
"onestop","ost"
"onetokenburn","one"
"one-world-coin","owo"
"onez","onez"
"ong","ong"
"onigiri-kitty","oky"
"oni-token","oni"
"only1","like"
"onlycockscrypto","cox"
"only-possible-on-ethereum","opoe"
"only-possible-on-solana","opos"
"onmax","omp"
"onmax-2","omp"
"onno-vault","onno"
"onomy-protocol","nom"
"onooks","ooks"
"onpulse","opls"
"onston","onston"
"ontology","ont"
"onus","onus"
"onx-finance","onx"
"oobit","obt"
"oof","oof"
"oof-2","oof"
"oofp","oofp"
"oogi","oogi"
"oogix","oogix"
"ookeenga","okg"
"ooki","ooki"
"oolong","ウーロン"
"oolongswap","olo"
"oort","oort"
"oort-digital","oort"
"opacity","opct"
"opal-2","gem"
"opcat","$opcat"
"op-chads","opc"
"opclouds","opc"
"openai-erc","openai erc"
"openalexa-protocol","oap"
"openanx","oax"
"openbetai","openbet"
"openblox","obx"
"openchat","chat"
"opendao","sos"
"open-dollar-governance","odg"
"openeden-tbill","tbill"
"open-exchange-token","ox old"
"openfabric","ofn"
"open-games-builders","ogb"
"open-governance-token","open"
"openleverage","ole"
"openlive-nft","opv"
"open-mind-network","opmnd"
"openocean","ooe"
"open-platform","open"
"openpool","opl"
"opensky-finance","osky"
"open-source-network","opn"
"openswap-token","openx"
"open-ticketing-ecosystem","opn"
"openworldnft","owner"
"openxswap","openx"
"openxswap-gov-token","xopenx"
"operation-phoenix","$ophx"
"operon-origins","oro"
"opes-wrapped-pe","wpe"
"opipets","opip"
"opium","opium"
"opmoon","opmoon"
"oppa","oppa"
"opportunity","opy"
"opsec","opsec"
"optical-bitcoin","obtc"
"opticash","opch"
"optim","optim"
"optimism","op"
"optimus","optcm"
"optimus-ai","opti"
"optimus-al-bsc","optimus al"
"optimuselonai","optimuselo"
"optimus-inu","opinu"
"optimus-x","opx"
"optionflow-finance","opt"
"option-panda-platform","opa"
"option-room","room"
"opulous","opul"
"opvoid","opvoid"
"opx-finance","opx"
"opxsliz","opxvesliz"
"opyn-squeeth","osqth"
"oracle-2","oracle"
"oracle-ai","oracle"
"oracle-bot","oracle"
"oraclechain","oct"
"oracle-layer2","oracle"
"oracle-meta-technologies","omt"
"oracleswap","oracle"
"oracle-tools","ot"
"oraichain-token","orai"
"oraidex","oraix"
"orang","orang"
"orange","ornj"
"orange-bot","orbot"
"orangedx","o4dx"
"orao-network","orao"
"orbeon-protocol","orbn"
"orbit-bridge-klaytn-belt","obelt"
"orbit-bridge-klaytn-binance-coin","obnb"
"orbit-bridge-klaytn-ethereum","oeth"
"orbit-bridge-klaytn-handy","ohandy"
"orbit-bridge-klaytn-matic","omatic"
"orbit-bridge-klaytn-orbit-chain","oorc"
"orbit-bridge-klaytn-ripple","oxrp"
"orbit-bridge-klaytn-usdc","ousdc"
"orbit-bridge-klaytn-usd-tether","ousdt"
"orbit-bridge-klaytn-wrapped-btc","owbtc"
"orbit-chain","orc"
"orbitpad","opad"
"orbit-protocol","orbit"
"orbitt-pro","orbt"
"orbler","orbr"
"orbofi-ai","obi"
"orbs","orbs"
"orb-wizz-council","orb"
"orby-network-usc-stablecoin","usc"
"orca","orca"
"orca-avai","avai"
"orca-inu","orcainu"
"orcfax","fact"
"orchai-protocol-staked-compound-atom","scatom"
"orchid-protocol","oxt"
"orclands-metaverse","orc"
"ordbridge","wbrge"
"orders-exchange","rdex"
"ordg","brc20"
"ordibank","orbk"
"ordible","orb"
"ordibot","ordibot"
"ordify","orfy"
"ordigen","odgn"
"ordi-launch","orla"
"ordinal-bitcoin","obtc"
"ordinal-bridge","ordibridge"
"ordinal-btc","obtc"
"ordinal-doge","odoge"
"ordinal-hodl","hodl"
"ordinals","ordi"
"ordinalsfi","ordifi"
"ordinals-inscription-bot","oib"
"ordinals-world","ord"
"ordinal-tools","ort"
"ordinex","ord"
"ordiswap-token","ords"
"ordizk","ozk"
"ordmint","ormm"
"orenium-protocol","ore"
"oreofi","oreo"
"oreoswap","oreo"
"ore-token","ore"
"oreto-network","ort"
"origen-defi","origen"
"origin-dollar","ousd"
"origin-dollar-governance","ogv"
"origin-ether","oeth"
"origin-lgns","lgns"
"origin-protocol","ogn"
"origintrail","trac"
"origintrail-parachain","otp"
"origyn-foundation","ogy"
"orion-money","orion"
"orion-protocol","orn"
"oris","oris"
"orkan","ork"
"ormeus-cash","omc"
"ormeuscoin","orme"
"ormeus-ecosystem","eco"
"oro","oro"
"orym","orym"
"osaka-protocol","osak"
"oscarswap","oscar"
"osean","osean"
"oshi","oshi"
"osis","osis"
"osk","osk"
"osmosis","osmo"
"ospy","ospy"
"osschain","oss"
"otacon-ai","otacon"
"otflow","otf"
"otocash","oto"
"otsea","otsea"
"otterhome","home"
"otton","otn"
"otx-exchange","otx"
"ousg","ousg"
"outdefine","outdefine"
"outer-ring","gq"
"outter-finance","out"
"outter-finance-2","out"
"oval3","ovl3"
"overlay-protocol","ov"
"overnight-dai","dai+"
"overnight-finance","ovn"
"overprotocol","over"
"ovols-floor-index","$ovol"
"ovo-nft-platform","ovo"
"ovr","ovr"
"owloper","owl"
"own-token","own"
"oxbitcoin","0xbtc"
"oxbt","oxbt"
"oxbull-tech-2","oxb"
"ox-fun","ox"
"oxygen","oxy"
"oxymetatoken","omt"
"oxyo2","krpza"
"ozonechain","ozone"
"ozone-chain","ozo"
"ozone-metaverse","$ozone"
"p2p-solutions-foundation","p2ps"
"p3pe-hacker","p3pe"
"paal-ai","paal"
"pablo-defi","pablo"
"paccoin","pac"
"pace-bot","pace"
"pacific","paf"
"pack","pack"
"packageportal","port"
"packetchain","ptcl"
"pacman","pac"
"pacman-native-token","pac"
"pacmoon","pac"
"pacoca","pacoca"
"padawan","padawan"
"padre","padre"
"page","page"
"paideia","pai"
"paid-network","paid"
"paint","paint"
"paint-swap","brush"
"paisapad","ppd"
"pajamas-cat","pajamas"
"paje-etdev-company","bolly"
"pakcoin","pak"
"pal","pal"
"paladeum","plb"
"paladin","pal"
"paladinai","palai"
"palantir-tokenized-stock-defichain","dpltr"
"palette","plt"
"palette-2","plt"
"palgold","palg"
"palm-ai","palm"
"palmeiras-fan-token","verdao"
"palmpay","palm"
"palmswap","palm"
"pancake-bunny","bunny"
"pancake-games","gcake"
"pancake-hunny","hunny"
"pancakeswap-token","cake"
"panda","ptkn"
"pandacoin","pnd"
"panda-coin","panda"
"pandacoin-inu","panda"
"pandadao","panda"
"pandao","$panda"
"panda-swap","panda"
"pandemic-diamond","pmd"
"pando","pando"
"pandora","pandora"
"pandora-cash","pcash"
"pandora-protocol","pndr"
"pando-token","ptx"
"pangea-governance-token","stone"
"pangolin","png"
"pangolin-flare","pfl"
"pangolin-hedera","pbar"
"pangolin-songbird","psb"
"panicswap","panic"
"panjea","panj"
"pankuku","kuku"
"panorama-swap-token","panx"
"panoverse","pano"
"panther","zkp"
"pantos","pan"
"papa","papa"
"papa2049","papa2049"
"papa-bear-2","papa"
"papa-doge","papadoge"
"papa-on-sol","papa"
"paper-fantom","paper"
"paper-plane","plane"
"papocoin","papo"
"papyrus-swap","papyrus"
"parachute","par"
"paradise-defi","pdf"
"paradisefi","eden"
"paradox-2","pdx"
"paradox-metaverse","paradox"
"paragen","rgen"
"paragonsdao","pdt"
"paralink-network","para"
